"[all run data]","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners","count cleaners"
,"17","17","23","14","16","19","21","20","10","18","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"17","17","23","14","16","19","21","20","10","18","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"17","17","23","14","16","19","21","20","10","18","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"14","16","22","13","12","16","20","16","7","14","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"14","16","22","13","12","16","20","16","7","14","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"14","16","22","13","12","16","20","16","7","14","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"14","16","22","13","12","16","20","16","7","14","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"14","16","22","13","12","16","20","16","7","14","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"10","15","21","12","11","11","18","12","6","9","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"10","15","21","12","11","11","18","12","6","9","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"10","15","21","12","11","11","18","12","6","9","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"10","15","21","12","11","11","18","12","6","9","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"10","15","21","12","11","11","18","12","6","9","49","49","42","49","46","46","50","50","49","47","49","50","50","50","50","48","50","50","50","50"
,"8","12","16","10","8","9","15","11","4","8","48","48","40","48","45","46","49","48","48","46","49","50","50","50","50","48","50","50","50","50"
,"8","12","16","10","8","9","15","11","4","8","48","48","40","48","45","46","49","48","48","46","49","50","50","50","50","48","50","50","50","50"
,"8","12","16","10","8","9","15","11","4","8","48","48","40","48","45","46","49","48","48","46","49","50","50","50","50","48","50","50","50","50"
