"[all run data]","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters","count eaters"
,"62","66","93","56","36","132","109","38","68","48","139","73","37","41","104","96","152","178","49","25","53","51","60","175","48","31","96","76","87","114"
,"63","66","94","56","36","133","112","39","68","49","139","72","37","41","105","97","154","182","49","25","54","51","60","181","49","31","96","75","89","117"
,"64","66","93","57","35","136","115","39","67","49","140","72","37","41","108","98","156","184","49","25","53","51","60","185","49","30","95","76","91","118"
,"65","66","93","60","35","135","114","38","67","48","138","70","37","40","110","99","160","190","49","26","53","51","61","183","50","32","99","77","94","120"
,"66","66","92","60","35","138","116","39","69","49","138","70","37","40","112","102","160","198","51","26","54","51","61","192","50","32","104","77","97","121"
,"65","66","93","60","35","143","116","41","71","50","136","71","37","40","115","104","160","208","50","26","55","51","61","197","49","33","107","79","98","127"
,"66","67","95","59","35","147","116","42","70","49","140","71","37","40","116","106","161","215","51","26","55","52","61","204","49","34","111","79","100","128"
,"66","68","93","57","35","150","119","42","71","48","142","71","37","40","117","106","164","223","50","25","55","52","60","211","52","36","114","78","101","130"
,"65","68","93","55","35","152","120","42","71","46","145","71","37","39","119","107","166","229","50","25","54","52","61","216","54","36","116","78","104","135"
,"65","68","93","54","35","155","120","42","72","45","144","72","36","39","121","110","168","239","49","25","55","52","61","224","55","37","116","77","105","139"
,"66","69","93","52","34","157","119","41","72","45","144","73","36","39","123","111","172","244","49","25","55","53","61","232","55","37","117","75","107","142"
,"67","71","94","52","34","159","118","41","71","44","146","74","36","39","126","111","174","249","49","25","55","54","60","239","55","37","118","77","108","140"
,"67","72","95","52","34","159","125","41","69","45","148","73","35","38","132","111","179","251","49","25","54","54","64","249","55","37","118","78","109","143"
,"66","73","95","51","34","152","130","41","68","44","150","72","35","38","136","112","177","254","50","25","53","53","65","257","56","37","118","75","107","149"
,"66","74","97","51","34","152","130","41","67","44","151","73","37","38","141","111","181","254","49","25","54","54","65","260","57","37","121","74","109","149"
,"65","75","98","51","34","151","133","40","66","44","151","73","36","38","146","110","184","263","49","25","54","53","67","274","58","37","121","77","105","154"
,"66","75","99","49","34","151","138","40","64","45","153","72","39","37","154","112","190","265","49","25","52","53","68","292","59","37","124","77","103","158"
,"66","75","101","51","34","153","143","40","64","45","154","73","40","37","151","109","190","270","50","25","52","54","69","302","58","37","125","77","103","158"
,"66","73","101","52","34","150","145","40","64","46","153","73","40","37","152","110","190","279","50","25","52","54","70","314","59","36","125","79","101","158"
,"66","73","105","52","34","151","152","39","62","47","154","73","41","37","149","109","192","285","50","27","52","54","71","327","61","36","127","80","102","162"
,"67","74","107","51","34","149","157","39","62","47","153","72","42","38","151","109","200","290","51","27","52","55","71","337","62","36","128","82","103","166"
,"67","72","110","50","34","148","161","39","62","46","152","71","42","38","149","109","208","296","50","29","52","55","71","350","63","36","130","81","105","168"
,"65","73","111","50","34","150","164","40","62","45","153","70","42","38","148","110","208","301","51","32","52","55","71","362","64","36","132","81","107","177"
,"64","75","110","50","34","147","166","40","62","45","155","69","43","38","152","110","214","315","52","32","56","55","72","371","65","36","135","82","106","182"
,"65","73","108","49","33","148","171","40","62","44","154","67","43","38","154","110","215","321","53","32","58","55","72","387","66","34","138","84","105","184"
,"65","76","108","49","33","148","176","40","61","44","156","67","44","38","157","114","218","323","53","32","59","56","74","395","68","33","137","85","105","189"
,"66","78","107","47","33","151","180","40","62","42","155","67","44","38","161","114","221","332","53","32","59","55","73","407","69","33","136","85","104","197"
,"64","81","105","47","33","152","182","40","63","42","156","66","44","38","160","116","223","345","53","32","61","55","73","415","70","33","138","86","103","200"
